Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Day
1,1316899.31,0,43.83,3.01,212.1970577,7.742,2011,1,28
1,1606629.58,0,42.27,2.989,212.5668812,7.742,2011,4,2
1,1649614.93,1,36.39,3.022,212.9367046,7.742,2011,11,2
1,1686842.78,0,57.36,3.045,213.2478853,7.742,2011,2,18
1,1456800.28,0,62.9,3.065,213.535609,7.742,2011,2,25
1,1636263.41,0,59.58,3.288,213.8233327,7.742,2011,4,3
1,1553191.63,0,53.56,3.459,214.1110564,7.742,2011,11,3
1,1576818.06,0,62.76,3.488,214.3627114,7.742,2011,3,18
1,1541102.38,0,69.97,3.473,214.5999389,7.742,2011,3,25
1,1495064.75,0,59.17,3.524,214.8371664,7.682,2011,1,4
1,1614259.35,0,67.84,3.622,215.0743939,7.682,2011,8,4
1,1559889,0,71.27,3.743,215.2918561,7.682,2011,4,15
1,1564819.81,0,72.99,3.807,215.4599053,7.682,2011,4,22
1,1455090.69,0,72.03,3.81,215.6279544,7.682,2011,4,29
1,1629391.28,0,64.61,3.906,215.7960035,7.682,2011,6,5
1,1604775.58,0,75.64,3.899,215.9640526,7.682,2011,5,13
1,1428218.27,0,67.63,3.907,215.7339202,7.682,2011,5,20
1,1466046.67,0,77.72,3.786,215.5037878,7.682,2011,5,27
1,1635078.41,0,83,3.699,215.2736553,7.682,2011,3,6
1,1588948.32,0,83.13,3.648,215.0435229,7.682,2011,10,6
1,1532114.86,0,86.41,3.637,214.9980596,7.682,2011,6,17
1,1438830.15,0,83.58,3.594,215.0910982,7.682,2011,6,24
1,1488538.09,0,85.55,3.524,215.1841368,7.962,2011,1,7
1,1534849.64,0,85.83,3.48,215.2771754,7.962,2011,8,7
1,1455119.97,0,88.54,3.575,215.3611087,7.962,2011,7,15
1,1396926.82,0,85.77,3.651,215.4222784,7.962,2011,7,22
1,1352219.79,0,86.83,3.682,215.4834482,7.962,2011,7,29
1,1624383.75,0,91.65,3.684,215.544618,7.962,2011,5,8
1,1525147.09,0,90.76,3.638,215.6057878,7.962,2011,12,8
1,1530761.43,0,89.94,3.554,215.6693107,7.962,2011,8,19
1,1464693.46,0,87.96,3.523,215.7332258,7.962,2011,8,26
1,1550229.22,0,87.83,3.533,215.7971409,7.962,2011,2,9
1,1540471.24,1,76,3.546,215.861056,7.962,2011,9,9
1,1514259.78,0,79.94,3.526,216.0410526,7.962,2011,9,16
1,1380020.27,0,75.8,3.467,216.3758246,7.962,2011,9,23
1,1394561.83,0,79.69,3.355,216.7105965,7.962,2011,9,30
1,1630989.95,0,69.31,3.285,217.0453684,7.866,2011,7,10
1,1493525.93,0,71.74,3.274,217.3552733,7.866,2011,10,14
1,1502562.78,0,63.71,3.353,217.5159762,7.866,2011,10,21
1,1445249.09,0,66.57,3.372,217.6766791,7.866,2011,10,28
1,1697229.58,0,54.98,3.332,217.837382,7.866,2011,4,11
1,1594938.89,0,59.11,3.297,217.9980849,7.866,2011,11,11
1,1539483.7,0,62.25,3.308,218.2205088,7.866,2011,11,18
1,2033320.66,1,60.14,3.236,218.4676211,7.866,2011,11,25
1,1584083.95,0,48.91,3.172,218.7147333,7.866,2011,2,12
1,1799682.38,0,43.93,3.158,218.9618456,7.866,2011,9,12
1,1881176.67,0,51.63,3.159,219.1794533,7.866,2011,12,16
1,2270188.99,0,47.96,3.112,219.3577216,7.866,2011,12,23
1,1497462.72,1,44.55,3.129,219.5359898,7.866,2011,12,30
1,1550369.92,0,49.01,3.157,219.7142581,7.348,2012,6,1
1,1459601.17,0,48.53,3.261,219.8925263,7.348,2012,1,13
1,1394393.84,0,54.11,3.268,219.9856893,7.348,2012,1,20
1,1319325.59,0,54.26,3.29,220.0788523,7.348,2012,1,27
1,1636339.65,0,56.55,3.36,220.1720153,7.348,2012,3,2
1,1802477.43,1,48.02,3.409,220.2651783,7.348,2012,10,2
1,1819870,0,45.32,3.51,220.4257586,7.348,2012,2,17
1,1539387.83,0,57.25,3.555,220.636902,7.348,2012,2,24
1,1688420.76,0,60.96,3.63,220.8480454,7.348,2012,2,3
1,1675431.16,0,58.76,3.669,221.0591887,7.348,2012,9,3
1,1677472.78,0,64.74,3.734,221.2118132,7.348,2012,3,16
1,1511068.07,0,65.93,3.787,221.2864126,7.348,2012,3,23
1,1649604.63,0,67.61,3.845,221.3610119,7.348,2012,3,30
1,1899676.88,0,70.43,3.891,221.4356112,7.143,2012,6,4
1,1621031.7,0,69.07,3.891,221.5102105,7.143,2012,4,13
1,1521577.87,0,66.76,3.877,221.5640737,7.143,2012,4,20
1,1468928.37,0,67.23,3.814,221.6179368,7.143,2012,4,27
1,1684519.99,0,75.55,3.749,221.6718,7.143,2012,4,5
1,1611096.05,0,73.77,3.688,221.7256632,7.143,2012,11,5
1,1595901.87,0,70.33,3.63,221.742674,7.143,2012,5,18
1,1555444.55,0,77.22,3.561,221.744944,7.143,2012,5,25
1,1624477.58,0,77.95,3.501,221.7472139,7.143,2012,1,6
1,1697230.96,0,78.3,3.452,221.7494839,7.143,2012,8,6
1,1630607,0,79.35,3.393,221.7626421,7.143,2012,6,15
1,1527845.81,0,78.39,3.346,221.8030211,7.143,2012,6,22
1,1540421.49,0,84.88,3.286,221.8434,7.143,2012,6,29
1,1769854.16,0,81.57,3.227,221.8837789,6.908,2012,6,7
1,1527014.04,0,77.12,3.256,221.9241579,6.908,2012,7,13
1,1497954.76,0,80.42,3.311,221.9327267,6.908,2012,7,20
1,1439123.71,0,82.66,3.407,221.9412954,6.908,2012,7,27
1,1631135.79,0,86.11,3.417,221.9498642,6.908,2012,3,8
1,1592409.97,0,85.05,3.494,221.9584329,6.908,2012,10,8
1,1597868.05,0,84.85,3.571,222.0384109,6.908,2012,8,17
1,1494122.38,0,77.66,3.62,222.1719457,6.908,2012,8,24
1,1582083.4,0,80.49,3.638,222.3054805,6.908,2012,8,31
1,1661767.33,1,83.96,3.73,222.4390153,6.908,2012,7,9
1,1517428.87,0,74.97,3.717,222.5820193,6.908,2012,9,14
1,1506126.06,0,69.87,3.721,222.7818386,6.908,2012,9,21
1,1437059.26,0,76.08,3.666,222.9816579,6.908,2012,9,28
1,1670785.97,0,68.55,3.617,223.1814772,6.573,2012,5,10
1,1573072.81,0,62.99,3.601,223.3812965,6.573,2012,12,10
1,1508068.77,0,67.97,3.594,223.4257233,6.573,2012,10,19
1,1493659.74,0,69.16,3.506,223.4442513,6.573,2012,10,26
2,2136989.46,0,40.19,2.572,210.7526053,8.324,2010,5,2
2,2137809.5,1,38.49,2.548,210.8979935,8.324,2010,12,2
2,2124451.54,0,39.69,2.514,210.9451605,8.324,2010,2,19
2,1865097.27,0,46.1,2.561,210.9759573,8.324,2010,2,26
2,1991013.13,0,47.17,2.625,211.0067542,8.324,2010,5,3
2,1990483.78,0,57.56,2.667,211.037551,8.324,2010,12,3
2,1946070.88,0,54.52,2.72,210.8733316,8.324,2010,3,19
2,1750197.81,0,51.26,2.732,210.6766095,8.324,2010,3,26
2,2066187.72,0,63.27,2.719,210.4798874,8.2,2010,2,4
2,1954689.21,0,65.41,2.77,210.2831653,8.2,2010,9,4
2,1874957.94,0,68.07,2.808,210.1495463,8.2,2010,4,16
2,1821990.93,0,65.11,2.795,210.1000648,8.2,2010,4,23
2,1802450.29,0,66.98,2.78,210.0505833,8.2,2010,4,30
2,2042581.71,0,71.28,2.835,210.0011018,8.2,2010,7,5
2,1880752.36,0,73.31,2.854,209.9984585,8.2,2010,5,14
2,1896937.1,0,74.83,2.826,210.2768443,8.2,2010,5,21
2,1957113.89,0,81.13,2.759,210.5552301,8.2,2010,5,28
2,2102539.93,0,81.81,2.705,210.833616,8.2,2010,4,6
2,2025538.76,0,83.4,2.668,211.1120018,8.2,2010,11,6
2,2001636.96,0,85.81,2.637,211.1096543,8.2,2010,6,18
2,1939927.09,0,86.26,2.653,210.9950134,8.2,2010,6,25
2,2003940.64,0,82.74,2.669,210.8803726,8.099,2010,2,7
2,1880902.62,0,82.59,2.642,210.7657317,8.099,2010,9,7
2,1845879.79,0,85.32,2.623,210.7577954,8.099,2010,7,16
2,1781717.71,0,87.66,2.608,210.8921319,8.099,2010,7,23
2,1804246.16,0,83.49,2.64,211.0264684,8.099,2010,7,30
2,1991909.98,0,89.53,2.627,211.1608049,8.099,2010,6,8
2,1895601.05,0,89.05,2.692,211.2951413,8.099,2010,8,13
2,1964335.23,0,88.7,2.664,211.2596586,8.099,2010,8,20
2,1863840.49,0,87.12,2.619,211.2241759,8.099,2010,8,27
2,1904608.09,0,81.83,2.577,211.1886931,8.099,2010,3,9
2,1839128.83,1,79.09,2.565,211.1532104,8.099,2010,10,9
2,1793903.6,0,82.05,2.582,211.1806415,8.099,2010,9,17
2,1724557.22,0,81.79,2.624,211.2552578,8.099,2010,9,24
2,1827440.43,0,69.24,2.603,211.3298742,8.163,2010,1,10
2,1849921.44,0,63.19,2.633,211.4044906,8.163,2010,8,10
2,1794355.49,0,65.8,2.72,211.4713286,8.163,2010,10,15
2,1737947.64,0,68.5,2.725,211.5187208,8.163,2010,10,22
2,1802755.11,0,66.24,2.716,211.5661131,8.163,2010,10,29
2,1939061.41,0,57.85,2.689,211.6135053,8.163,2010,5,11
2,1916812.74,0,59.69,2.728,211.6608975,8.163,2010,12,11
2,1956739.17,0,50.81,2.771,211.5470304,8.163,2010,11,19
2,2658725.29,1,62.98,2.735,211.4062867,8.163,2010,11,26
2,2015781.27,0,49.33,2.708,211.265543,8.163,2010,3,12
2,2378726.55,0,45.5,2.843,211.1247993,8.163,2010,10,12
2,2609166.75,0,47.55,2.869,211.0645458,8.163,2010,12,17
2,3436007.68,0,49.97,2.886,211.0646599,8.163,2010,12,24
2,1750434.55,1,47.3,2.943,211.064774,8.163,2010,12,31
2,1758050.79,0,44.69,2.976,211.0648881,8.028,2011,7,1
2,1744193.58,0,33.02,2.983,211.1176713,8.028,2011,1,14
2,1751384.9,0,41.4,3.016,211.4864691,8.028,2011,1,21
2,1695371.68,0,42.83,3.01,211.8552668,8.028,2011,1,28
2,1929346.23,0,38.25,2.989,212.2240646,8.028,2011,4,2
2,2168041.61,1,33.19,3.022,212.5928624,8.028,2011,11,2
2,2080884.82,0,57.83,3.045,212.9033115,8.028,2011,2,18
2,1833511.08,0,60.8,3.065,213.190421,8.028,2011,2,25
2,1981607.78,0,57.77,3.288,213.4775305,8.028,2011,4,3
2,1879107.31,0,52.7,3.459,213.7646401,8.028,2011,11,3
2,1902557.66,0,62.32,3.488,214.0156238,8.028,2011,3,18
2,1766162.05,0,69.42,3.473,214.2521573,8.028,2011,3,25
2,1800171.36,0,55.43,3.524,214.4886908,7.931,2011,1,4
2,1847552.61,0,67,3.622,214.7252242,7.931,2011,8,4
2,1856467.84,0,69.48,3.743,214.9420631,7.931,2011,4,15
2,1886339.6,0,69.39,3.807,215.1096657,7.931,2011,4,22
2,1745545.28,0,69.21,3.81,215.2772683,7.931,2011,4,29
2,1837743.6,0,61.48,3.906,215.4448709,7.931,2011,6,5
2,1838513.07,0,74.61,3.899,215.6124735,7.931,2011,5,13
2,1688281.86,0,67.14,3.907,215.3834778,7.931,2011,5,20
2,1797732.56,0,76.42,3.786,215.1544822,7.931,2011,5,27
2,1933756.21,0,83.07,3.699,214.9254865,7.931,2011,3,6
2,1929153.16,0,83.4,3.648,214.6964908,7.931,2011,10,6
2,1953771.99,0,86.53,3.637,214.6513538,7.931,2011,6,17
2,1790925.8,0,85.17,3.594,214.7441108,7.931,2011,6,24
2,1866243,0,85.69,3.524,214.8368678,7.852,2011,1,7
2,1853161.99,0,87.7,3.48,214.9296249,7.852,2011,8,7
2,1785187.29,0,89.83,3.575,215.0134426,7.852,2011,7,15
2,1743816.41,0,89.34,3.651,215.0749122,7.852,2011,7,22
2,1680693.06,0,90.07,3.682,215.1363819,7.852,2011,7,29
2,1876704.26,0,93.34,3.684,215.1978515,7.852,2011,5,8
2,1812768.26,0,91.58,3.638,215.2593211,7.852,2011,12,8
2,1844094.59,0,89.86,3.554,215.3229307,7.852,2011,8,19
2,1821139.91,0,90.45,3.523,215.386897,7.852,2011,8,26
2,1809119.7,0,89.64,3.533,215.4508632,7.852,2011,2,9
2,1748000.65,1,77.97,3.546,215.5148295,7.852,2011,9,9
2,1691439.52,0,78.85,3.526,215.6944378,7.852,2011,9,16
2,1669299.78,0,75.58,3.467,216.0282356,7.852,2011,9,23
2,1650394.44,0,78.14,3.355,216.3620333,7.852,2011,9,30
2,1837553.43,0,69.92,3.285,216.6958311,7.441,2011,7,10
2,1743882.19,0,71.67,3.274,217.0048261,7.441,2011,10,14
2,1834680.25,0,64.53,3.353,217.1650042,7.441,2011,10,21
2,1769296.25,0,65.87,3.372,217.3251824,7.441,2011,10,28
2,1959707.9,0,55.53,3.332,217.4853605,7.441,2011,4,11
2,1920725.15,0,59.33,3.297,217.6455387,7.441,2011,11,11
2,1902762.5,0,62.01,3.308,217.8670218,7.441,2011,11,18
2,2614202.3,1,56.36,3.236,218.1130269,7.441,2011,11,25
2,1954952,0,48.74,3.172,218.3590319,7.441,2011,2,12
2,2290549.32,0,41.76,3.158,218.605037,7.441,2011,9,12
2,2432736.52,0,50.13,3.159,218.8217928,7.441,2011,12,16
2,3224369.8,0,46.66,3.112,218.9995495,7.441,2011,12,23
2,1874226.52,1,44.57,3.129,219.1773063,7.441,2011,12,30
2,1799520.14,0,46.75,3.157,219.355063,7.057,2012,6,1
2,1744725.48,0,45.99,3.261,219.5328198,7.057,2012,1,13
2,1711769.11,0,51.7,3.268,219.6258417,7.057,2012,1,20
2,1660906.14,0,50.5,3.29,219.7188636,7.057,2012,1,27
2,1935299.94,0,55.21,3.36,219.8118854,7.057,2012,3,2
2,2103322.68,1,46.98,3.409,219.9049073,7.057,2012,10,2
2,2196688.46,0,43.82,3.51,220.0651993,7.057,2012,2,17
2,1861802.7,0,54.63,3.555,220.275944,7.057,2012,2,24
2,1952555.66,0,58.79,3.63,220.4866886,7.057,2012,2,3
2,1937628.26,0,57.11,3.669,220.6974332,7.057,2012,9,3
2,1976082.13,0,63.68,3.734,220.8498468,7.057,2012,3,16
2,1790439.16,0,64.01,3.787,220.9244858,7.057,2012,3,23
2,1857480.84,0,66.83,3.845,220.9991248,7.057,2012,3,30
2,2129035.91,0,68.43,3.891,221.0737638,6.891,2012,6,4
2,1935869.1,0,68.08,3.891,221.1484028,6.891,2012,4,13
2,1847344.45,0,65.69,3.877,221.2021074,6.891,2012,4,20
2,1764133.09,0,67.2,3.814,221.255812,6.891,2012,4,27
2,1923957.09,0,76.73,3.749,221.3095166,6.891,2012,4,5
2,1917520.99,0,73.87,3.688,221.3632212,6.891,2012,11,5
2,2000940.67,0,71.27,3.63,221.380331,6.891,2012,5,18
2,1912791.09,0,78.19,3.561,221.3828029,6.891,2012,5,25
2,1910092.37,0,78.38,3.501,221.3852748,6.891,2012,1,6
2,2010216.49,0,78.69,3.452,221.3877467,6.891,2012,8,6
2,1962924.3,0,80.56,3.393,221.4009901,6.891,2012,6,15
2,1887733.21,0,81.04,3.346,221.4411622,6.891,2012,6,22
2,1881046.12,0,86.32,3.286,221.4813343,6.891,2012,6,29
2,2041507.4,0,84.2,3.227,221.5215064,6.565,2012,6,7
2,1830075.13,0,80.17,3.256,221.5616784,6.565,2012,7,13
2,1819666.46,0,83.23,3.311,221.5701123,6.565,2012,7,20
2,1757923.88,0,86.37,3.407,221.5785461,6.565,2012,7,27
2,1946104.64,0,90.22,3.417,221.5869799,6.565,2012,3,8
2,1866719.96,0,88.55,3.494,221.5954138,6.565,2012,10,8
2,1928016.01,0,84.79,3.571,221.6751459,6.565,2012,8,17
2,1876788.15,0,76.91,3.62,221.8083518,6.565,2012,8,24
2,1947083.3,0,82.64,3.638,221.9415576,6.565,2012,8,31
2,1898777.07,1,87.65,3.73,222.0747635,6.565,2012,7,9
2,1814806.63,0,75.88,3.717,222.2174395,6.565,2012,9,14
2,1829415.67,0,71.09,3.721,222.4169362,6.565,2012,9,21
2,1746470.56,0,79.45,3.666,222.6164329,6.565,2012,9,28
2,1998321.04,0,70.27,3.617,222.8159296,6.17,2012,5,10
2,1900745.13,0,60.97,3.601,223.0154263,6.17,2012,12,10
2,1847990.41,0,68.08,3.594,223.0598077,6.17,2012,10,19
2,1834458.35,0,69.79,3.506,223.0783366,6.17,2012,10,26
3,461622.22,0,45.71,2.572,214.4248812,7.368,2010,5,2
3,420728.96,1,47.93,2.548,214.5747916,7.368,2010,12,2
3,421642.19,0,47.07,2.514,214.6198868,7.368,2010,2,19
3,407204.86,0,52.05,2.561,214.6475127,7.368,2010,2,26
3,415202.04,0,53.04,2.625,214.6751386,7.368,2010,5,3
3,384200.69,0,63.08,2.667,214.7027646,7.368,2010,12,3
3,375328.59,0,60.42,2.72,214.5301219,7.368,2010,3,19
3,359949.27,0,57.06,2.732,214.3241011,7.368,2010,3,26
3,423294.4,0,65.56,2.719,214.1180803,7.343,2010,2,4
3,415870.28,0,68,2.77,213.9120595,7.343,2010,9,4
3,354993.26,0,66.98,2.808,213.7726889,7.343,2010,4,16
3,339976.65,0,67.87,2.795,213.7221852,7.343,2010,4,23
3,361248.39,0,70.24,2.78,213.6716815,7.343,2010,4,30
3,399323.86,0,73.47,2.835,213.6211778,7.343,2010,7,5
3,384357.94,0,77.18,2.854,213.6196139,7.343,2010,5,14
3,343763.17,0,75.81,2.826,213.9116886,7.343,2010,5,21
3,350089.23,0,78.6,2.759,214.2037634,7.343,2010,5,28
3,396968.8,0,78.53,2.705,214.4958382,7.343,2010,4,6
3,355017.09,0,82.1,2.668,214.787913,7.343,2010,11,6
3,364076.85,0,83.52,2.637,214.7858259,7.343,2010,6,18
3,357346.48,0,83.79,2.653,214.6660741,7.343,2010,6,25
3,381151.72,0,82.2,2.669,214.5463222,7.346,2010,2,7
3,349214.18,0,81.75,2.642,214.4265704,7.346,2010,9,7
3,352728.78,0,84.32,2.623,214.4176476,7.346,2010,7,16
3,352864.49,0,83.32,2.608,214.5564968,7.346,2010,7,23
3,347955.05,0,82.04,2.64,214.695346,7.346,2010,7,30
3,402635.76,0,85.13,2.627,214.8341952,7.346,2010,6,8
3,339597.38,0,86.74,2.692,214.9730444,7.346,2010,8,13
3,351728.21,0,88.02,2.664,214.9314191,7.346,2010,8,20
3,362134.09,0,86.15,2.619,214.8897938,7.346,2010,8,27
3,366473.97,0,84.16,2.577,214.8481685,7.346,2010,3,9
3,352260.97,1,80.84,2.565,214.8065431,7.346,2010,10,9
3,363064.64,0,82.36,2.582,214.8322484,7.346,2010,9,17
3,355626.87,0,76.9,2.624,214.9084516,7.346,2010,9,24
3,358784.1,0,73.6,2.603,214.9846548,7.564,2010,1,10
3,395107.35,0,66.99,2.633,215.060858,7.564,2010,8,10
3,345584.39,0,69.71,2.72,215.1293114,7.564,2010,10,15
3,348895.98,0,71.64,2.725,215.17839,7.564,2010,10,22
3,348591.74,0,72.04,2.716,215.2274686,7.564,2010,10,29
3,423175.56,0,62.94,2.689,215.2765472,7.564,2010,5,11
3,386635.03,0,62.79,2.728,215.3256258,7.564,2010,12,11
3,372545.32,0,57.72,2.771,215.2074519,7.564,2010,11,19
3,565567.84,1,68.71,2.735,215.0614025,7.564,2010,11,26
3,476420.77,0,53.76,2.708,214.9153531,7.564,2010,3,12
3,467642.03,0,51.13,2.843,214.7693037,7.564,2010,10,12
3,498159.39,0,52.2,2.869,214.704919,7.564,2010,12,17
3,605990.41,0,57.16,2.886,214.7017828,7.564,2010,12,24
3,382677.76,1,53.2,2.943,214.6986466,7.564,2010,12,31
3,378241.34,0,53.35,2.976,214.6955104,7.551,2011,7,1
3,381061.1,0,44.76,2.983,214.7470729,7.551,2011,1,14
3,350876.7,0,50.74,3.016,215.1268275,7.551,2011,1,21
3,364866.24,0,48.71,3.01,215.5065821,7.551,2011,1,28
3,438516.53,0,45.95,2.989,215.8863367,7.551,2011,4,2
3,430526.21,1,43.57,3.022,216.2660913,7.551,2011,11,2
3,432782.1,0,61.58,3.045,216.5843571,7.551,2011,2,18
3,397211.19,0,67.4,3.065,216.8780275,7.551,2011,2,25
3,437084.51,0,65.11,3.288,217.1716979,7.551,2011,4,3
3,404753.3,0,61.29,3.459,217.4653683,7.551,2011,11,3
3,392109.51,0,69.47,3.488,217.7235226,7.551,2011,3,18
3,380683.67,0,72.94,3.473,217.9674705,7.551,2011,3,25
3,374556.08,0,68.76,3.524,218.2114184,7.574,2011,1,4
3,384075.31,0,72.55,3.622,218.4553663,7.574,2011,8,4
3,366250.69,0,75.88,3.743,218.6788642,7.574,2011,4,15
3,391860.04,0,76.91,3.807,218.851237,7.574,2011,4,22
3,367405.4,0,78.69,3.81,219.0236099,7.574,2011,4,29
3,413042.12,0,69.45,3.906,219.1959827,7.574,2011,6,5
3,386312.68,0,79.87,3.899,219.3683556,7.574,2011,5,13
3,364603.13,0,75.79,3.907,219.127216,7.574,2011,5,20
3,369350.6,0,84.41,3.786,218.8860765,7.574,2011,5,27
3,394507.84,0,84.29,3.699,218.6449369,7.574,2011,3,6
3,391638.75,0,84.84,3.648,218.4037974,7.574,2011,10,6
3,403423.34,0,86.96,3.637,218.3551748,7.574,2011,6,17
3,385520.71,0,84.94,3.594,218.45094,7.574,2011,6,24
3,368962.72,0,85.1,3.524,218.5467052,7.567,2011,1,7
3,395146.24,0,85.38,3.48,218.6424704,7.567,2011,8,7
3,373454.33,0,87.14,3.575,218.7275216,7.567,2011,7,15
3,360617.37,0,86.19,3.651,218.7857881,7.567,2011,7,22
3,345381.29,0,88.07,3.682,218.8440545,7.567,2011,7,29
3,409981.25,0,88.45,3.684,218.9023209,7.567,2011,5,8
3,380376.85,0,88.88,3.638,218.9605873,7.567,2011,12,8
3,379716.91,0,88.44,3.554,219.023271,7.567,2011,8,19
3,366367.55,0,87.67,3.523,219.0866908,7.567,2011,8,26
3,375988.69,0,89.12,3.533,219.1501106,7.567,2011,2,9
3,377347.49,1,81.72,3.546,219.2135305,7.567,2011,9,9
3,375629.51,0,83.63,3.526,219.3972867,7.567,2011,9,16
3,365248.94,0,80.19,3.467,219.7414914,7.567,2011,9,23
3,368477.93,0,82.58,3.355,220.085696,7.567,2011,9,30
3,403342.4,0,75.54,3.285,220.4299007,7.197,2011,7,10
3,368282.57,0,73.75,3.274,220.7486167,7.197,2011,10,14
3,394976.36,0,69.03,3.353,220.9144005,7.197,2011,10,21
3,389540.62,0,71.04,3.372,221.0801842,7.197,2011,10,28
3,459443.22,0,59.31,3.332,221.245968,7.197,2011,4,11
3,407764.25,0,61.7,3.297,221.4117517,7.197,2011,11,11
3,398838.97,0,63.91,3.308,221.6432852,7.197,2011,11,18
3,556925.19,1,68,3.236,221.9011185,7.197,2011,11,25
3,472511.32,0,54.97,3.172,222.1589519,7.197,2011,2,12
3,468772.8,0,49.26,3.158,222.4167852,7.197,2011,9,12
3,510747.62,0,57.95,3.159,222.6426418,7.197,2011,12,16
3,551221.21,0,53.41,3.112,222.8258628,7.197,2011,12,23
3,410553.88,1,48.29,3.129,223.0090839,7.197,2011,12,30
3,398178.21,0,52.42,3.157,223.1923049,6.833,2012,6,1
3,367438.62,0,51.86,3.261,223.3755259,6.833,2012,1,13
3,365818.61,0,56.2,3.268,223.4700552,6.833,2012,1,20
3,349518.1,0,58.06,3.29,223.5645845,6.833,2012,1,27
3,424960.66,0,59.33,3.36,223.6591137,6.833,2012,3,2
3,473292.47,1,51.65,3.409,223.753643,6.833,2012,10,2
3,475591.08,0,52.39,3.51,223.9170153,6.833,2012,2,17
3,418925.47,0,60.12,3.555,224.1320199,6.833,2012,2,24
3,469752.56,0,61.65,3.63,224.3470245,6.833,2012,2,3
3,445162.05,0,60.71,3.669,224.5620291,6.833,2012,9,3
3,411775.8,0,64,3.734,224.7166953,6.833,2012,3,16
3,413907.25,0,66.53,3.787,224.7909104,6.833,2012,3,23
3,407488.84,0,69.36,3.845,224.8651254,6.833,2012,3,30
3,503232.13,0,73.01,3.891,224.9393405,6.664,2012,6,4
3,420789.74,0,72.83,3.891,225.0135556,6.664,2012,4,13
3,434822.13,0,72.05,3.877,225.0689541,6.664,2012,4,20
